,CarName,city,car_price,body_type,transmission,seller_type,owner_type,color,Year,Brand,Fuel_used,km_driven,Locality
0,2014 Hyundai Elantra SX,ahmedabad,6.9,sedan,manual,dealer,first-owner,white,2014,Hyundai,Petrol,36000.0,Thaltej
1,2013 Honda Amaze S i-Dtech,ahmedabad,3.75,sedan,manual,dealer,first-owner,white,2013,Honda,Diesel,78000.0,Ambawadi
2,2015 Hyundai Verna 1.4 EX,ahmedabad,5.25,sedan,manual,dealer,first-owner,white,2015,Hyundai,Diesel,64000.0,Thaltej
3,2015 Hyundai Elantra 1.6 SX,ahmedabad,6.95,sedan,manual,dealer,first-owner,white,2015,Hyundai,Diesel,65000.0,Pragatinagar
4,2013 Honda Amaze SX i-DTEC,ahmedabad,3.6,sedan,manual,dealer,first-owner,white,2013,Honda,Diesel,69000.0,Pragatinagar
5,2013 Maruti Swift Dzire Vdi BSIV,ahmedabad,4.0,sedan,manual,dealer,first-owner,white,2013,Maruti,Diesel,55000.0,Ghatlodia
6,2016 Honda City i DTec VX Option,ahmedabad,7.51,sedan,manual,dealer,first-owner,white,2016,Honda,Diesel,60000.0,Ambawadi
7,2014 Hyundai Verna 1.6 CRDi EX MT,ahmedabad,5.25,sedan,manual,dealer,first-owner,white,2014,Hyundai,Diesel,58000.0,Ambawadi
8,2013 Toyota Corolla Altis Aero D 4D J,ahmedabad,5.25,sedan,manual,dealer,first-owner,white,2013,Toyota,Diesel,76000.0,Ambawadi
9,2017 Skoda Rapid 1.6 MPI Style Plus,ahmedabad,7.9,sedan,manual,dealer,first-owner,white,2017,Skoda,Petrol,22001.0,Navrangpura
10,2018 Toyota Etios GD,ahmedabad,7.0,sedan,manual,dealer,first-owner,white,2018,Toyota,Diesel,28000.0,Ambawadi
11,2015 Maruti Swift Dzire VDI,ahmedabad,5.15,sedan,manual,dealer,first-owner,white,2015,Maruti,Diesel,50000.0,Pragatinagar
12,2016 Hyundai Xcent 1.2 Kappa S Celebration Edition,ahmedabad,4.9,sedan,manual,dealer,first-owner,white,2016,Hyundai,Petrol,20000.0,Navrangpura
13,2016 Hyundai Verna 1.6 CRDi SX,ahmedabad,7.1,sedan,manual,dealer,first-owner,white,2016,Hyundai,Diesel,51000.0,Pragatinagar
14,2016 Honda City i DTec V,ahmedabad,7.45,sedan,manual,dealer,first-owner,white,2016,Honda,Diesel,55000.0,Alampur
15,2014 Honda City i DTec VX Option,ahmedabad,6.9,sedan,manual,dealer,first-owner,white,2014,Honda,Diesel,59000.0,Navrangpura
16,2019 Honda City i VTEC VX,ahmedabad,11.9,sedan,manual,dealer,first-owner,white,2019,Honda,Petrol,4002.0,Alampur
17,2016 Maruti Ciaz VDi,ahmedabad,6.25,sedan,manual,dealer,first-owner,white,2016,Maruti,Diesel,47400.0,Navrangpura
18,2018 Maruti Ciaz 1.4 Alpha,ahmedabad,8.0,sedan,manual,dealer,first-owner,white,2018,Maruti,Petrol,22635.0,Ramdev Nagar
19,2018 Toyota Etios 1.4 GD,ahmedabad,7.0,sedan,manual,dealer,first-owner,white,2018,Toyota,Diesel,28000.0,Ambawadi
20,2016 Hyundai Xcent 1.1 CRDi S,ahmedabad,4.5,sedan,manual,individual,first-owner,white,2016,Hyundai,Diesel,40000.0,
21,2018 Honda Amaze S Diesel BSIV,ahmedabad,5.7,sedan,manual,individual,first-owner,white,2018,Honda,Diesel,50000.0,
22,2014 Hyundai Elantra S,ahmedabad,5.5,sedan,manual,individual,first-owner,white,2014,Hyundai,Petrol,72000.0,
23,2015 Toyota Etios GD,ahmedabad,3.5,sedan,manual,individual,first-owner,white,2015,Toyota,Diesel,49000.0,
24,2017 Honda City i-DTEC V,ahmedabad,8.5,sedan,manual,individual,first-owner,white,2017,Honda,Diesel,68000.0,
25,2013 Chevrolet Sail LS ABS,ahmedabad,2.5,sedan,manual,individual,first-owner,white,2013,Chevrolet,Diesel,80000.0,
26,2016 Honda City i DTec VX Option,ahmedabad,7.75,sedan,manual,individual,first-owner,white,2016,Honda,Diesel,70000.0,
27,2014 Maruti Swift Dzire VDI,ahmedabad,4.8,sedan,manual,individual,first-owner,white,2014,Maruti,Diesel,98000.0,
28,2016 Toyota Corolla Altis D-4D J,ahmedabad,9.51,sedan,manual,individual,first-owner,white,2016,Toyota,Diesel,80000.0,
29,2016 Hyundai Verna 1.6 VTVT SX,ahmedabad,7.0,sedan,manual,individual,first-owner,white,2016,Hyundai,Petrol,68000.0,
30,2016 Hyundai Verna 1.4 CRDi,ahmedabad,7.0,sedan,manual,individual,first-owner,white,2016,Hyundai,Diesel,67000.0,
31,2013 Honda City S,ahmedabad,5.5,sedan,manual,individual,first-owner,white,2013,Honda,Petrol,77000.0,
32,2015 Honda City i VTEC V,ahmedabad,7.0,sedan,manual,individual,first-owner,white,2015,Honda,Petrol,77600.0,
33,2014 Maruti Swift Dzire LDI,ahmedabad,3.9,sedan,manual,dealer,second-owner,white,2014,Maruti,Diesel,55500.0,Navrangpura
34,2015 Maruti Ciaz ZDi,ahmedabad,5.9,sedan,manual,dealer,second-owner,white,2015,Maruti,Diesel,52000.0,Thaltej
35,2013 Hyundai Verna 1.6 SX,ahmedabad,4.75,sedan,manual,dealer,second-owner,white,2013,Hyundai,Diesel,57241.0,Navrangpura
36,2017 Honda City 1.5 V MT,ahmedabad,8.4,sedan,manual,dealer,second-owner,white,2017,Honda,Petrol,19003.0,Pragatinagar
37,2008 Maruti Swift Dzire LXi,ahmedabad,2.6,sedan,manual,dealer,second-owner,white,2008,Maruti,Petrol,65000.0,Pragatinagar
38,2008 Honda Civic 1.8 V MT,ahmedabad,3.5,sedan,manual,dealer,second-owner,white,2008,Honda,Petrol,61000.0,Thaltej
39,2012 Hyundai Verna 1.6 CRDi EX MT,ahmedabad,4.5,sedan,manual,dealer,second-owner,white,2012,Hyundai,Diesel,70000.0,Thaltej
40,2015 Hyundai Verna 1.6 VTVT S,ahmedabad,5.5,sedan,manual,dealer,second-owner,white,2015,Hyundai,Petrol,77000.0,Thaltej
41,2008 Honda City GXi,ahmedabad,2.3,sedan,manual,dealer,second-owner,white,2008,Honda,Petrol,80000.0,Naranpura
42,2012 Hyundai Verna SX Diesel,ahmedabad,4.5,sedan,manual,dealer,second-owner,white,2012,Hyundai,Diesel,68000.0,Naroda
43,2011 Maruti SX4 VDI,ahmedabad,2.95,sedan,manual,dealer,second-owner,white,2011,Maruti,Diesel,67000.0,Isanpur
44,2012 Volkswagen Vento IPL II Diesel Trendline,ahmedabad,2.75,sedan,manual,dealer,second-owner,white,2012,Volkswagen,Diesel,62000.0,Ghatlodia
45,2012 Honda City Corporate Edition,ahmedabad,4.35,sedan,manual,dealer,second-owner,white,2012,Honda,Petrol,73000.0,Naranpura
46,2014 Chevrolet Sail 1.2 LS,ahmedabad,2.5,sedan,manual,individual,second-owner,white,2014,Chevrolet,Petrol,40000.0,
47,2011 Hyundai Accent Executive CNG,ahmedabad,1.5,sedan,manual,individual,second-owner,white,2011,Hyundai,CNG,120000.0,
48,2011 Hyundai Accent Executive,ahmedabad,2.5,sedan,manual,individual,second-owner,white,2011,Hyundai,Petrol,100000.0,
49,2010 Hyundai Accent Executive CNG,ahmedabad,2.25,sedan,manual,dealer,third-owner-or-more,white,2010,Hyundai,CNG,59000.0,Thaltej
50,2008 Hyundai Accent GLE 2,ahmedabad,1.31,sedan,manual,dealer,third-owner-or-more,white,2008,Hyundai,Petrol,71000.0,Ambawadi
51,2006 Hyundai Accent GLE,ahmedabad,1.4,sedan,manual,individual,third-owner-or-more,white,2006,Hyundai,Petrol,90000.0,
52,2018 Honda City i VTEC V,ahmedabad,9.9,sedan,manual,dealer,first-owner,silver,2018,Honda,Petrol,6100.0,Navrangpura
53,2016 Honda City i DTEC VX Option,ahmedabad,7.0,sedan,manual,dealer,first-owner,silver,2016,Honda,Diesel,60358.0,Ramdev Nagar
54,2017 Ford Figo Aspire Titanium BSIV,ahmedabad,5.4,sedan,manual,dealer,first-owner,silver,2017,Ford,Petrol,18000.0,Navrangpura
55,2015 Volkswagen Vento 1.5 TDI Comfortline,ahmedabad,6.11,sedan,manual,dealer,first-owner,silver,2015,Volkswagen,Diesel,33000.0,Ambawadi
56,2016 Ford Figo Aspire Ambiente Diesel,ahmedabad,4.25,sedan,manual,dealer,first-owner,silver,2016,Ford,Diesel,38500.0,Navrangpura
57,2012 Honda City VTEC,ahmedabad,4.75,sedan,manual,dealer,first-owner,silver,2012,Honda,Petrol,55637.0,Navrangpura
58,2014 Honda City i DTEC SV,ahmedabad,5.4,sedan,manual,dealer,first-owner,silver,2014,Honda,Diesel,70006.0,Pragatinagar
59,2016 Maruti Ciaz VDi Plus SHVS,ahmedabad,6.1,sedan,manual,dealer,first-owner,silver,2016,Maruti,Diesel,75000.0,Pragatinagar
60,2015 Honda City 1.5 V MT,ahmedabad,6.4,sedan,manual,dealer,first-owner,silver,2015,Honda,Petrol,55003.0,Pragatinagar
61,2018 Hyundai Verna CRDi 1.6 SX Option,ahmedabad,11.5,sedan,manual,dealer,first-owner,silver,2018,Hyundai,Diesel,22000.0,Ambli
62,2005 Hyundai Elantra GT,ahmedabad,2.49,sedan,manual,dealer,first-owner,silver,2005,Hyundai,Petrol,167423.0,Navrangpura
63,2015 Hyundai Xcent 1.2 VTVT SX Option,ahmedabad,4.9,sedan,manual,dealer,first-owner,silver,2015,Hyundai,Petrol,66000.0,Alampur
64,2019 Maruti Swift Dzire VXI 1.2 BS IV,ahmedabad,6.5,sedan,manual,dealer,first-owner,silver,2019,Maruti,Petrol,24800.0,Ghatlodia
65,2012 Skoda Laura Ambition 2.0 TDI CR MT,ahmedabad,3.75,sedan,manual,dealer,first-owner,silver,2012,Skoda,Diesel,59000.0,Naranpura
66,2010 Honda City 1.5 V MT,ahmedabad,3.9,sedan,manual,dealer,first-owner,silver,2010,Honda,Petrol,48000.0,Thaltej
67,2011 Hyundai Verna 1.6 SX,ahmedabad,3.99,sedan,manual,dealer,first-owner,silver,2011,Hyundai,Diesel,51000.0,Naranpura Vistar
68,2018 Maruti Ciaz Alpha 1.5,ahmedabad,8.25,sedan,manual,dealer,first-owner,silver,2018,Maruti,Diesel,95000.0,Thaltej
69,2016 Maruti Ciaz VDi Plus SHVS,ahmedabad,6.25,sedan,manual,dealer,first-owner,silver,2016,Maruti,Diesel,58000.0,Naranpura Vistar
70,2012 Skoda Rapid 1.6 TDI Ambition,ahmedabad,3.5,sedan,manual,dealer,first-owner,silver,2012,Skoda,Diesel,59200.0,Naranpura
71,2009 Hyundai Accent GLE,ahmedabad,1.75,sedan,manual,dealer,first-owner,silver,2009,Hyundai,Petrol,55000.0,Navrangpura
72,2017 Maruti Swift Dzire VXI,ahmedabad,5.75,sedan,manual,individual,first-owner,silver,2017,Maruti,Petrol,18500.0,
73,2018 Maruti Ciaz 1.3 Sigma,ahmedabad,7.5,sedan,manual,individual,first-owner,silver,2018,Maruti,Diesel,14000.0,
74,2017 Hyundai Verna 1.6 SX VTVT,ahmedabad,8.25,sedan,manual,individual,first-owner,silver,2017,Hyundai,Petrol,35000.0,
75,2017 Hyundai Elantra 1.6 SX Option,ahmedabad,13.0,sedan,manual,individual,first-owner,silver,2017,Hyundai,Diesel,60000.0,
76,2019 Honda City Edge Edition SV,ahmedabad,9.75,sedan,manual,individual,first-owner,silver,2019,Honda,Petrol,10000.0,
77,2015 Honda Amaze EX i-Dtech,ahmedabad,4.2,sedan,manual,individual,first-owner,silver,2015,Honda,Diesel,74000.0,
78,2018 Nissan Sunny XE D,ahmedabad,5.2,sedan,manual,individual,first-owner,silver,2018,Nissan,Diesel,75000.0,
79,2013 Volkswagen Vento Diesel Highline,ahmedabad,4.0,sedan,manual,individual,first-owner,silver,2013,Volkswagen,Diesel,185000.0,
80,2012 Volkswagen Vento 1.5 TDI Highline,ahmedabad,3.15,sedan,manual,dealer,second-owner,silver,2012,Volkswagen,Diesel,70000.0,Pragatinagar
81,2007 Hyundai Verna XXi (Petrol),ahmedabad,1.99,sedan,manual,dealer,second-owner,silver,2007,Hyundai,Petrol,90000.0,Navrangpura
82,1998 Honda City V MT,ahmedabad,1.05,sedan,manual,dealer,second-owner,silver,1998,Honda,Petrol,70000.0,Pragatinagar
83,2011 Chevrolet Cruze LTZ,ahmedabad,3.5,sedan,manual,dealer,second-owner,silver,2011,Chevrolet,Diesel,94000.0,Ghatlodia
84,2011 Skoda Superb Elegance 1.8 TSI MT,ahmedabad,4.9,sedan,manual,dealer,second-owner,silver,2011,Skoda,Petrol,75000.0,Navrangpura
85,2012 Hyundai Verna 1.6 CRDI,ahmedabad,3.9,sedan,manual,dealer,second-owner,silver,2012,Hyundai,Diesel,61000.0,ahemdabad
86,2011 Maruti SX4 Vxi BSIV,ahmedabad,2.75,sedan,manual,dealer,second-owner,silver,2011,Maruti,Petrol,72000.0,Naranpura
87,2014 Honda Amaze EX i-Vtech,ahmedabad,4.3,sedan,manual,dealer,second-owner,silver,2014,Honda,Petrol,63000.0,Naroda
88,2009 Maruti SX4 Vxi BSIV,ahmedabad,2.5,sedan,manual,dealer,second-owner,silver,2009,Maruti,Petrol,74000.0,ahemdabad
89,2017 Volkswagen Ameo 1.5 TDI Comfortline,ahmedabad,5.25,sedan,manual,individual,second-owner,silver,2017,Volkswagen,Diesel,40000.0,
90,2012 Hyundai Verna 1.6 SX CRDi (O),ahmedabad,4.55,sedan,manual,individual,second-owner,silver,2012,Hyundai,Diesel,75000.0,
91,1999 Honda City 1.5 GXI,ahmedabad,1.25,sedan,manual,dealer,third-owner-or-more,silver,1999,Honda,Petrol,99000.0,Akota
92,2013 Honda City 1.5 E MT,ahmedabad,3.95,sedan,manual,dealer,first-owner,red,2013,Honda,Petrol,68000.0,Pragatinagar
93,2016 Honda City i DTec V,ahmedabad,6.5,sedan,manual,dealer,first-owner,red,2016,Honda,Diesel,48000.0,Navrangpura
94,2018 Honda Amaze S i-VTEC,ahmedabad,6.75,sedan,manual,dealer,first-owner,red,2018,Honda,Petrol,5300.0,ahemdabad
95,2017 Maruti Ciaz Delta Diesel,ahmedabad,7.75,sedan,manual,dealer,first-owner,red,2017,Maruti,Diesel,33000.0,ahemdabad
96,2017 Maruti Swift Dzire ZDI Plus,ahmedabad,8.5,sedan,manual,individual,first-owner,red,2017,Maruti,Diesel,60000.0,
97,2011 Toyota Etios 1.4 GD,ahmedabad,3.0,sedan,manual,dealer,second-owner,red,2011,Toyota,Diesel,65310.0,Ramdev Nagar
98,2013 Nissan Sunny Diesel XL,ahmedabad,2.25,sedan,manual,dealer,second-owner,red,2013,Nissan,Diesel,83000.0,Vastral
99,2016 Volkswagen Ameo 1.5 TDI Comfortline,ahmedabad,4.75,sedan,manual,dealer,first-owner,blue,2016,Volkswagen,Diesel,24217.0,Ramdev Nagar
100,2017 Maruti Ciaz 1.3 Delta,ahmedabad,6.65,sedan,manual,dealer,first-owner,blue,2017,Maruti,Diesel,80000.0,Shastrinagar
101,2014 Volkswagen Vento Konekt Diesel Comfortline,ahmedabad,4.0,sedan,manual,dealer,first-owner,blue,2014,Volkswagen,Diesel,52000.0,Navrangpura
102,2014 Fiat Linea Emotion (Diesel),ahmedabad,3.5,sedan,manual,individual,first-owner,blue,2014,Fiat,Diesel,58000.0,
103,2014 Volkswagen Vento 1.5 TDI Highline,ahmedabad,5.0,sedan,manual,individual,first-owner,blue,2014,Volkswagen,Diesel,90000.0,
104,2013 Toyota Etios G,ahmedabad,3.5,sedan,manual,individual,first-owner,blue,2013,Toyota,Petrol,90000.0,
105,2011 Hyundai Accent Executive,ahmedabad,2.5,sedan,manual,individual,first-owner,blue,2011,Hyundai,Petrol,103000.0,
106,2013 Honda Amaze S Diesel,ahmedabad,3.51,sedan,manual,dealer,second-owner,blue,2013,Honda,Diesel,60000.0,Ambawadi
107,2006 Maruti Baleno LXI,ahmedabad,1.0,sedan,manual,individual,third-owner-or-more,blue,2006,Maruti,Petrol,75000.0,
108,2015 Skoda Rapid 1.6 MPI Active,ahmedabad,4.75,sedan,manual,dealer,first-owner,black,2015,Skoda,Petrol,48000.0,Thaltej
109,2009 Honda Civic 1.8 V MT,ahmedabad,3.8,sedan,manual,dealer,first-owner,black,2009,Honda,Petrol,60000.0,Thaltej
110,2009 Maruti Swift Dzire ZDI,ahmedabad,2.91,sedan,manual,dealer,first-owner,black,2009,Maruti,Diesel,50423.0,Navrangpura
111,2010 Honda City 1.5 V MT,ahmedabad,3.8,sedan,manual,dealer,first-owner,black,2010,Honda,Petrol,67003.0,Pragatinagar
112,2008 Skoda Octavia 1.9 TDI,ahmedabad,2.51,sedan,manual,dealer,second-owner,black,2008,Skoda,Diesel,67245.0,Navrangpura
113,2013 Skoda Rapid 1.6 TDI Elegance,ahmedabad,3.12,sedan,manual,dealer,second-owner,black,2013,Skoda,Diesel,67000.0,Naroda
114,2009 Toyota Corolla Altis 1.8 G,ahmedabad,3.25,sedan,manual,dealer,second-owner,black,2009,Toyota,Petrol,55000.0,Navrangpura
115,2010 Honda City 1.5 V MT,ahmedabad,4.5,sedan,manual,individual,second-owner,black,2010,Honda,Petrol,40000.0,
116,2007 Honda Civic 1.8 S MT,ahmedabad,2.3,sedan,manual,individual,second-owner,black,2007,Honda,Petrol,70000.0,
117,2015 Maruti Ciaz VDi Plus,ahmedabad,5.9,sedan,manual,dealer,first-owner,brown,2015,Maruti,Diesel,58000.0,Navrangpura
118,2015 Honda City i VTEC VX Option,ahmedabad,7.1,sedan,manual,dealer,first-owner,brown,2015,Honda,Petrol,51000.0,Pragatinagar
119,2016 Volkswagen Ameo 1.0 MPI Comfortline,ahmedabad,4.9,sedan,manual,dealer,first-owner,brown,2016,Volkswagen,Petrol,60200.0,Navrangpura
120,2015 Honda City V MT,ahmedabad,6.9,sedan,manual,dealer,first-owner,brown,2015,Honda,Petrol,35480.0,Ambli
121,2014 Maruti Ciaz ZDi,ahmedabad,5.25,sedan,manual,dealer,first-owner,brown,2014,Maruti,Diesel,82000.0,Vastral
122,2017 Honda Amaze S Option i-VTEC,ahmedabad,5.2,sedan,manual,individual,first-owner,brown,2017,Honda,Petrol,60000.0,
123,2014 Maruti Ciaz ZDi,ahmedabad,5.3,sedan,manual,individual,first-owner,brown,2014,Maruti,Diesel,82500.0,
124,2016 Maruti Ciaz VDi Plus SHVS,ahmedabad,6.0,sedan,manual,individual,first-owner,brown,2016,Maruti,Diesel,65000.0,
125,2010 Honda Civic 1.8 V MT,ahmedabad,4.25,sedan,manual,dealer,second-owner,green,2010,Honda,Petrol,96000.0,Thaltej
126,2015 Maruti Swift RS VDI,ahmedabad,5.0,hatchback,manual,dealer,first-owner,white,2015,Maruti,Diesel,48000.0,Ambawadi
127,2015 Hyundai i20 Active 1.4 SX,ahmedabad,6.25,hatchback,manual,dealer,first-owner,white,2015,Hyundai,Diesel,49000.0,Navrangpura
128,2016 Hyundai i20 Active SX Diesel,ahmedabad,6.5,hatchback,manual,dealer,first-owner,white,2016,Hyundai,Diesel,25760.0,Ramdev Nagar
129,2015 Hyundai Grand i10 CRDi Sportz,ahmedabad,3.65,hatchback,manual,dealer,first-owner,white,2015,Hyundai,Diesel,65000.0,Pragatinagar
130,2017 Hyundai EON Era Plus,ahmedabad,2.7,hatchback,manual,dealer,first-owner,white,2017,Hyundai,Petrol,68000.0,Pragatinagar
131,2017 Hyundai i20 Sportz 1.4 CRDi,ahmedabad,6.49,hatchback,manual,dealer,first-owner,white,2017,Hyundai,Diesel,69500.0,ahemdabad
132,2016 Nissan Micra XL,ahmedabad,3.4,hatchback,manual,dealer,first-owner,white,2016,Nissan,Petrol,14100.0,Navrangpura
133,2017 Hyundai Grand i10 CRDi Magna,ahmedabad,4.45,hatchback,manual,dealer,first-owner,white,2017,Hyundai,Diesel,76523.0,Navrangpura
134,2012 Hyundai i20 Sportz 1.4 CRDi,ahmedabad,3.4,hatchback,manual,dealer,first-owner,white,2012,Hyundai,Diesel,55000.0,Navrangpura
135,2018 Hyundai i20 Sportz 1.2,ahmedabad,6.75,hatchback,manual,dealer,first-owner,white,2018,Hyundai,Petrol,52000.0,ahemdabad
136,2017 Honda Jazz 1.2 VX i VTEC,ahmedabad,6.75,hatchback,manual,dealer,first-owner,white,2017,Honda,Petrol,31000.0,Ambawadi
137,2017 Maruti Baleno Altura,ahmedabad,5.4,hatchback,manual,dealer,first-owner,white,2017,Maruti,Petrol,28000.0,Pragatinagar
138,2010 Nissan Micra XV,ahmedabad,2.75,hatchback,manual,dealer,first-owner,white,2010,Nissan,Petrol,29000.0,Ramdev Nagar
139,2017 Hyundai i20 1.4 Sportz,ahmedabad,6.9,hatchback,manual,dealer,first-owner,white,2017,Hyundai,Diesel,45000.0,Navrangpura
140,2016 Honda Jazz V Diesel,ahmedabad,5.95,hatchback,manual,dealer,first-owner,white,2016,Honda,Diesel,43000.0,Navrangpura
141,2016 Maruti Wagon R VXI,ahmedabad,3.91,hatchback,manual,dealer,first-owner,white,2016,Maruti,Petrol,54000.0,Ambawadi
142,2015 Hyundai EON Era Plus,ahmedabad,2.9,hatchback,manual,dealer,first-owner,white,2015,Hyundai,Petrol,18000.0,Navrangpura
143,2011 Maruti Alto LXi,ahmedabad,1.85,hatchback,manual,dealer,first-owner,white,2011,Maruti,Petrol,49357.0,Navrangpura
144,2014 Fiat Punto 1.3 Active,ahmedabad,2.9,hatchback,manual,dealer,first-owner,white,2014,Fiat,Diesel,47000.0,Navrangpura
145,2015 Hyundai i20 Asta 1.4 CRDi,ahmedabad,6.0,hatchback,manual,dealer,first-owner,white,2015,Hyundai,Diesel,88000.0,Thaltej
146,2012 Maruti Alto K10 2010-2014 VXI,ahmedabad,1.5,hatchback,manual,individual,first-owner,white,2012,Maruti,Petrol,75228.0,
147,2013 Maruti Alto K10 LXI,ahmedabad,1.77,hatchback,manual,individual,first-owner,white,2013,Maruti,Petrol,40000.0,
148,2019 Maruti Alto 800 CNG LXI,ahmedabad,3.5,hatchback,manual,individual,first-owner,white,2019,Maruti,CNG,46000.0,
149,2017 Hyundai EON 1.0 Era Plus,ahmedabad,3.28,hatchback,manual,individual,first-owner,white,2017,Hyundai,Petrol,4200.0,
150,2013 Hyundai EON Era Plus,ahmedabad,2.19,hatchback,manual,individual,first-owner,white,2013,Hyundai,Petrol,50000.0,
151,2014 Maruti Swift VDI BSIV,ahmedabad,4.45,hatchback,manual,individual,first-owner,white,2014,Maruti,Diesel,69000.0,
152,2017 Datsun RediGO T Option,ahmedabad,2.8,hatchback,manual,individual,first-owner,white,2017,Datsun,Petrol,12400.0,
153,2015 Maruti Swift VXI Optional,ahmedabad,4.2,hatchback,manual,individual,first-owner,white,2015,Maruti,Petrol,60000.0,
154,2018 Maruti Wagon R VXI,ahmedabad,4.2,hatchback,manual,individual,first-owner,white,2018,Maruti,Petrol,60000.0,
155,2018 Hyundai i20 Active 1.2 S,ahmedabad,6.5,hatchback,manual,individual,first-owner,white,2018,Hyundai,Petrol,24000.0,
156,2017 Maruti Alto 800 CNG LXI,ahmedabad,3.3,hatchback,manual,individual,first-owner,white,2017,Maruti,CNG,70000.0,
157,2011 Hyundai i10 Era,ahmedabad,2.4,hatchback,manual,individual,first-owner,white,2011,Hyundai,Petrol,70000.0,
158,2013 Hyundai Grand i10 Sportz,ahmedabad,3.75,hatchback,manual,individual,first-owner,white,2013,Hyundai,Petrol,48000.0,
159,2012 Maruti Swift ZDi,ahmedabad,3.6,hatchback,manual,individual,first-owner,white,2012,Maruti,Diesel,100000.0,
160,2012 Hyundai i20 1.4 CRDi Sportz,ahmedabad,3.2,hatchback,manual,individual,first-owner,white,2012,Hyundai,Diesel,90000.0,
161,2012 Maruti Wagon R VXI BS IV,ahmedabad,2.41,hatchback,manual,individual,first-owner,white,2012,Maruti,Petrol,77000.0,
162,2016 Maruti Alto 800 Base,ahmedabad,2.0,hatchback,manual,individual,first-owner,white,2016,Maruti,Petrol,18000.0,
163,2017 Maruti Swift DDiS VDI,ahmedabad,6.0,hatchback,manual,individual,first-owner,white,2017,Maruti,Diesel,80000.0,
164,2015 Toyota Etios Liva GD,ahmedabad,4.5,hatchback,manual,individual,first-owner,white,2015,Toyota,Diesel,124000.0,
165,2013 Maruti Swift VXI,ahmedabad,4.5,hatchback,manual,individual,first-owner,white,2013,Maruti,Petrol,31000.0,
166,2015 Maruti Ritz VXI,ahmedabad,3.3,hatchback,manual,dealer,second-owner,white,2015,Maruti,Petrol,74003.0,Pragatinagar
167,2014 Nissan Micra Active XL,ahmedabad,2.9,hatchback,manual,dealer,second-owner,white,2014,Nissan,Petrol,44100.0,Navrangpura
168,2005 Maruti Wagon R VXI,ahmedabad,1.45,hatchback,manual,dealer,second-owner,white,2005,Maruti,Petrol,62312.0,Naranpura
169,2008 Maruti Alto LXI,ahmedabad,1.45,hatchback,manual,dealer,second-owner,white,2008,Maruti,Petrol,42000.0,Alampur
170,2014 Maruti Wagon R Stingray VXI,ahmedabad,3.1,hatchback,manual,dealer,second-owner,white,2014,Maruti,Petrol,59000.0,Gota
171,2010 Fiat Grande Punto EVO 1.3 Active,ahmedabad,1.9,hatchback,manual,dealer,second-owner,white,2010,Fiat,Diesel,85500.0,Navrangpura
172,2011 Nissan Micra Diesel XV,ahmedabad,2.5,hatchback,manual,dealer,second-owner,white,2011,Nissan,Diesel,67000.0,Ghatlodia
173,2014 Maruti Celerio VXI,ahmedabad,3.25,hatchback,manual,dealer,second-owner,white,2014,Maruti,Petrol,41000.0,ahemdabad
174,2012 Hyundai i10 Era,ahmedabad,2.75,hatchback,manual,dealer,second-owner,white,2012,Hyundai,Petrol,43000.0,Thaltej
175,2008 Chevrolet Spark 1.0 LS,ahmedabad,1.35,hatchback,manual,dealer,second-owner,white,2008,Chevrolet,Petrol,58000.0,Naranpura
176,2015 Hyundai i20 Asta 1.4 CRDi,ahmedabad,4.9,hatchback,manual,dealer,second-owner,white,2015,Hyundai,Diesel,72300.0,Ghatlodia
177,2006 Maruti Wagon R LXI BSIII,ahmedabad,1.11,hatchback,manual,dealer,second-owner,white,2006,Maruti,Petrol,75000.0,Alampur
178,2010 Maruti Wagon R LXI BSIII,ahmedabad,2.0,hatchback,manual,dealer,second-owner,white,2010,Maruti,Petrol,72000.0,Ghatlodia
179,2008 Maruti 800 AC BSIII,ahmedabad,1.0,hatchback,manual,dealer,second-owner,white,2008,Maruti,Petrol,90000.0,Ghatlodia
180,2013 Maruti Wagon R LXI BS IV,ahmedabad,2.65,hatchback,manual,dealer,second-owner,white,2013,Maruti,Petrol,55000.0,Thaltej
181,2012 Hyundai i20 1.2 Sportz,ahmedabad,2.9,hatchback,manual,individual,second-owner,white,2012,Hyundai,Petrol,50000.0,
182,2012 Volkswagen Polo Diesel Trendline 1.2L,ahmedabad,2.6,hatchback,manual,individual,second-owner,white,2012,Volkswagen,Diesel,60000.0,
183,2013 Chevrolet Beat PS,ahmedabad,1.2,hatchback,manual,individual,second-owner,white,2013,Chevrolet,Petrol,94560.0,
184,2007 Maruti Alto LX,ahmedabad,0.9,hatchback,manual,individual,second-owner,white,2007,Maruti,Petrol,70000.0,
185,2014 Volkswagen Polo 1.5 TDI Highline,ahmedabad,4.0,hatchback,manual,individual,second-owner,white,2014,Volkswagen,Diesel,100000.0,
186,2010 Skoda Fabia 1.2 MPI Classic,ahmedabad,2.1,hatchback,manual,individual,second-owner,white,2010,Skoda,Petrol,5000.0,
187,2011 Hyundai i20 1.2 Magna,ahmedabad,2.5,hatchback,manual,individual,second-owner,white,2011,Hyundai,Petrol,76000.0,
188,2012 Volkswagen Polo Petrol Highline 1.2L,ahmedabad,2.5,hatchback,manual,individual,second-owner,white,2012,Volkswagen,Petrol,80000.0,
189,2007 Maruti Wagon R LXI Minor,ahmedabad,1.45,hatchback,manual,individual,second-owner,white,2007,Maruti,Petrol,42000.0,
